Comunidades autónomas;Tipología penal;periodo;Total
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;145
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2023;299
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2022;240
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2021;228
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2020;251
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2019;272
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2018;318
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2017;390
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2016;369
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2015;321
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2014;417
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2013;470
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2012;355
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2011;259
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2010;295
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2023;206
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2022;305
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2021;212
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2020;274
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2019;188
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2018;125
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2017;178
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2016;182
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2015;118
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2014;202
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2013;241
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2012;280
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2011;298
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2010;324
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2023;301
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2022;354
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2021;249
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2020;212
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2019;219
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2018;200
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2017;191
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2016;222
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2015;162
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2014;198
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2013;240
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2012;286
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2011;237
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2010;253
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2023;29
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2022;30
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2021;31
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2020;16
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2019;20
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2018;23
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2017;28
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2016;29
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2015;28
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2014;40
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2013;30
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2012;47
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2011;34
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2010;29
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2023;149
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2022;156
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2021;129
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2020;112
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2019;127
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2018;105
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2017;98
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2016;91
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2015;104
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2014;100
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2013;139
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2012;123
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2011;137
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2010;140
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;6
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;6
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;1
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;6
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;7
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;8
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2017;4
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2016;5
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2015;4
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2014;7
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2013;8
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2012;6
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2011;9
ASTURIAS (PRINCIPADO DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2010;18
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2023;1.973
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2022;1.968
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2021;1.587
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2020;1.453
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2019;1.748
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2018;1.654
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2017;1.726
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2016;1.741
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2015;1.736
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2014;1.690
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2013;1.888
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2012;1.901
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2011;2.091
ASTURIAS (PRINCIPADO DE);1.2.-Lesiones;2010;1.990
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2023;183
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2022;158
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2021;123
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2020;106
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2019;116
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2018;101
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2017;76
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2016;65
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2015;68
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2014;54
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2013;41
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2012;77
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2011;54
ASTURIAS (PRINCIPADO DE);3.1.-Agresión sexual;2010;57
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2023;61
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2022;46
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2021;63
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2020;45
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2019;25
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2018;26
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2017;27
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2016;20
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2015;15
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2014;16
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2013;19
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2012;16
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2011;18
ASTURIAS (PRINCIPADO DE);3.2.-Agresión sexual con penetración;2010;21
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2023;3.132
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2022;2.175
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2021;1.600
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2020;1.372
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2019;2.088
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2018;2.030
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2017;1.911
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2016;1.809
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2015;1.897
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2014;2.295
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2013;2.496
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2012;2.407
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2011;2.016
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;2010;1.961
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;138
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;116
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;92
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;86
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;109
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;87
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;130
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;140
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;111
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;127
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;150
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;97
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;154
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;184
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2023;233
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2022;183
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2021;181
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2020;127
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2019;177
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2018;185
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2017;284
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2016;210
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2015;216
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2014;196
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2013;305
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2012;213
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2011;172
ASTURIAS (PRINCIPADO DE);5.2.2.-Robos con fuerza en viviendas;2010;225
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2023;200
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2022;147
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2021;170
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2020;197
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2019;246
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2018;234
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2017;256
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2016;284
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2015;317
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2014;310
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2013;311
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2012;247
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2011;348
ASTURIAS (PRINCIPADO DE);5.2.3.-Robos con fuerza en establecimientos;2010;311
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2023;133
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2022;107
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2021;94
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2020;110
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2019;91
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2018;82
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2017;104
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2016;138
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2015;122
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2014;168
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2013;188
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2012;218
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2011;181
ASTURIAS (PRINCIPADO DE);5.3.1.-Robos con violencia en vía pública;2010;158
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2023;28
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2022;21
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2021;24
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2020;21
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2019;23
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2018;22
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2017;23
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2016;23
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2015;26
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2014;35
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2013;51
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2012;30
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2011;22
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2010;22
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2023;80
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2022;79
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2021;58
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2020;66
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2019;72
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2018;57
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2017;42
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2016;71
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2015;93
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2014;79
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2013;87
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2012;83
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2011;49
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2010;79
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;9
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;0
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;6
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;6
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;7
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2017;4
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2016;8
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2015;9
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2014;10
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2013;8
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2012;4
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2011;11
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2010;6
BALEARS (ILLES);1.2.-Lesiones;2023;3.215
BALEARS (ILLES);1.2.-Lesiones;2022;3.010
BALEARS (ILLES);1.2.-Lesiones;2021;2.339
BALEARS (ILLES);1.2.-Lesiones;2020;2.146
BALEARS (ILLES);1.2.-Lesiones;2019;2.578
BALEARS (ILLES);1.2.-Lesiones;2018;2.658
BALEARS (ILLES);1.2.-Lesiones;2017;2.603
BALEARS (ILLES);1.2.-Lesiones;2016;2.501
BALEARS (ILLES);1.2.-Lesiones;2015;2.493
BALEARS (ILLES);1.2.-Lesiones;2014;2.511
BALEARS (ILLES);1.2.-Lesiones;2013;2.572
BALEARS (ILLES);1.2.-Lesiones;2012;2.526
BALEARS (ILLES);1.2.-Lesiones;2011;2.735
BALEARS (ILLES);1.2.-Lesiones;2010;2.548
BALEARS (ILLES);3.1.-Agresión sexual;2023;521
BALEARS (ILLES);3.1.-Agresión sexual;2022;413
BALEARS (ILLES);3.1.-Agresión sexual;2021;385
BALEARS (ILLES);3.1.-Agresión sexual;2020;241
BALEARS (ILLES);3.1.-Agresión sexual;2019;354
BALEARS (ILLES);3.1.-Agresión sexual;2018;266
BALEARS (ILLES);3.1.-Agresión sexual;2017;248
BALEARS (ILLES);3.1.-Agresión sexual;2016;173
BALEARS (ILLES);3.1.-Agresión sexual;2015;168
BALEARS (ILLES);3.1.-Agresión sexual;2014;150
BALEARS (ILLES);3.1.-Agresión sexual;2013;156
BALEARS (ILLES);3.1.-Agresión sexual;2012;150
BALEARS (ILLES);3.1.-Agresión sexual;2011;148
BALEARS (ILLES);3.1.-Agresión sexual;2010;149
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2023;131
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2022;114
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2021;93
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2020;75
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2019;81
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2018;75
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2017;39
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2016;49
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2015;55
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2014;49
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2013;52
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2012;46
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2011;43
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2010;37
BALEARS (ILLES);5.1.-Hurtos;2023;4.322
BALEARS (ILLES);5.1.-Hurtos;2022;3.979
BALEARS (ILLES);5.1.-Hurtos;2021;2.729
BALEARS (ILLES);5.1.-Hurtos;2020;2.328
BALEARS (ILLES);5.1.-Hurtos;2019;3.155
BALEARS (ILLES);5.1.-Hurtos;2018;3.292
BALEARS (ILLES);5.1.-Hurtos;2017;3.059
BALEARS (ILLES);5.1.-Hurtos;2016;3.468
BALEARS (ILLES);5.1.-Hurtos;2015;3.241
BALEARS (ILLES);5.1.-Hurtos;2014;3.540
BALEARS (ILLES);5.1.-Hurtos;2013;4.380
BALEARS (ILLES);5.1.-Hurtos;2012;3.351
BALEARS (ILLES);5.1.-Hurtos;2011;3.043
BALEARS (ILLES);5.1.-Hurtos;2010;3.021
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;355
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;433
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;247
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;275
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;419
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;266
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;314
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;333
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;265
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;437
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;403
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;307
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;424
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;295
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2023;494
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2022;457
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2021;413
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2020;391
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2019;574
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2018;649
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2017;555
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2016;664
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2015;491
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2014;883
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2013;889
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2012;767
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2011;524
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2010;593
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2023;294
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2022;280
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2021;306
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2020;224
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2019;292
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2018;358
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2017;338
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2016;345
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2015;312
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2014;339
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2013;383
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2012;341
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2011;382
